"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0692782","MEIJI","80.89","107"
"IN0413716","POCKY","8.99","216"
"IN0476040","POCKY","17.68","425"
"IN0568660","PUCCHO","198.41","407"
"IN0578274","MEIJI","334.91","443"
"IN0463926","PUCCHO","97.01","199"
"IN0647407","POCKY","3.83","92"
"IN0527149","POCKY","11.23","270"
"IN0550041","POCKY","7.16","172"
"IN0872421","MEIJI","155.74","206"
"IN0282950","PUCCHO","70.69","145"
"IN0616901","MEIJI","165.56","219"
"IN0265990","POCKY","5.91","142"
"IN0915707","POCKY","7.45","179"
"IN0855702","PUCCHO","113.1","232"
"IN0460279","PUCCHO","76.05","156"
"IN0025336","POCKY","0.42","10"
"IN0351954","PUCCHO","120.41","247"
"IN0262698","POCKY","18.14","436"
"IN0936612","POCKY","0.92","22"
"IN0766633","MEIJI","191.27","253"
"IN0941612","MEIJI","250.99","332"
"IN0794507","MEIJI","46.87","62"
"IN0877466","PUCCHO","138.45","284"
"IN0592117","PUCCHO","21.94","45"
"IN0128009","PUCCHO","155.51","319"
"IN0394169","MEIJI","68.04","90"
"IN0162794","MEIJI","173.88","230"
"IN0085181","PUCCHO","214.01","439"
"IN0247270","MEIJI","37.04","49"
"IN0552811","POCKY","13.69","329"
"IN0069128","PUCCHO","5.85","12"
"IN0797114","POCKY","6.07","146"
"IN0004700","POCKY","13.85","333"
"IN0440584","POCKY","1.58","38"
"IN0421294","POCKY","0.79","19"
"IN0060750","PUCCHO","82.88","170"
"IN0842030","POCKY","11.56","278"
"IN0012689","MEIJI","131.54","174"
"IN0210216","MEIJI","284.26","376"
"IN0065936","POCKY","3.37","81"
"IN0142045","MEIJI","27.97","37"
"IN0669158","PUCCHO","99.94","205"
"IN0698909","MEIJI","81.65","108"
"IN0374259","MEIJI","80.89","107"
"IN0237990","MEIJI","83.16","110"
"IN0046754","MEIJI","245.7","325"
"IN0464977","POCKY","15.23","366"
"IN0484435","PUCCHO","97.99","201"
"IN0003388","MEIJI","49.9","66"
"IN0941426","PUCCHO","154.54","317"
"IN0086285","POCKY","13.81","332"
"IN0106178","POCKY","15.39","370"
"IN0976619","PUCCHO","204.75","420"
"IN0459767","PUCCHO","109.2","224"
"IN0954575","PUCCHO","237.9","488"
"IN0206260","MEIJI","298.62","395"
"IN0891029","MEIJI","2.27","3"
"IN0218968","MEIJI","78.62","104"
"IN0746429","PUCCHO","13.65","28"
"IN0008599","PUCCHO","15.6","32"
"IN0392235","PUCCHO","154.54","317"
"IN0768706","POCKY","3.33","80"
"IN0312440","POCKY","6.2","149"
"IN0874502","PUCCHO","235.46","483"
"IN0170656","MEIJI","187.49","248"
"IN0066278","PUCCHO","43.88","90"
"IN0523622","PUCCHO","14.14","29"
"IN0085109","MEIJI","238.14","315"
"IN0584965","PUCCHO","157.46","323"
"IN0525493","PUCCHO","74.59","153"
"IN0590886","POCKY","13.94","335"
"IN0232308","MEIJI","142.13","188"
"IN0616493","MEIJI","350.03","463"
"IN0115094","PUCCHO","239.36","491"
"IN0230014","MEIJI","371.2","491"
"IN0499954","POCKY","2.41","58"
"IN0540430","POCKY","9.48","228"
"IN0393500","POCKY","0.75","18"
"IN0645349","PUCCHO","107.74","221"
"IN0577856","PUCCHO","41.92","86"
"IN0882305","MEIJI","40.07","53"
"IN0066839","PUCCHO","41.92","86"
"IN0786424","POCKY","4.62","111"
"IN0560891","PUCCHO","136.01","279"
"IN0883302","POCKY","17.51","421"
"IN0048383","PUCCHO","198.41","407"
"IN0813628","PUCCHO","90.19","185"
"IN0238384","POCKY","5.08","122"
"IN0925030","MEIJI","166.32","220"
"IN0926363","MEIJI","75.6","100"
"IN0125676","POCKY","14.48","348"
"IN0672036","POCKY","3.7","89"
"IN0130056","MEIJI","149.69","198"
"IN0002470","PUCCHO","139.91","287"
"IN0879681","MEIJI","22.68","30"
"IN0810155","MEIJI","254.77","337"
"IN0317053","POCKY","16.81","404"
"IN0238154","POCKY","13.85","333"
"IN0602276","PUCCHO","223.76","459"
"IN0936058","MEIJI","262.33","347"
"IN0221001","PUCCHO","218.4","448"
"IN0453140","PUCCHO","233.03","478"
"IN0989474","MEIJI","347.0","459"
"IN0237681","POCKY","8.74","210"
"IN0582423","POCKY","17.76","427"
"IN0275409","MEIJI","71.82","95"
"IN0257851","POCKY","0.21","5"
"IN0426402","POCKY","9.36","225"
"IN0195205","PUCCHO","37.54","77"
"IN0976619","PUCCHO","184.76","379"
"IN0783085","PUCCHO","182.81","375"
"IN0256919","PUCCHO","225.71","463"
"IN0780493","PUCCHO","150.15","308"
"IN0889671","PUCCHO","68.74","141"
"IN0510741","POCKY","3.0","72"
"IN0814357","MEIJI","323.57","428"
"IN0684476","PUCCHO","227.66","467"
"IN0392309","MEIJI","182.2","241"
"IN0231425","PUCCHO","5.85","12"
"IN0102571","MEIJI","35.53","47"
"IN0438439","MEIJI","285.77","378"
"IN0474746","PUCCHO","89.7","184"
"IN0744876","POCKY","17.47","420"
"IN0301389","POCKY","9.94","239"
"IN0806971","MEIJI","151.2","200"
"IN0211507","PUCCHO","47.29","97"
"IN0299709","POCKY","15.56","374"
"IN0501054","POCKY","3.29","79"
"IN0329833","PUCCHO","150.64","309"
"IN0984871","MEIJI","258.55","342"
"IN0944472","PUCCHO","178.42","366"
"IN0106052","PUCCHO","91.65","188"
"IN0609189","POCKY","13.89","334"
"IN0779012","MEIJI","89.21","118"
"IN0319463","PUCCHO","122.85","252"
"IN0296481","MEIJI","67.28","89"
"IN0282967","MEIJI","314.5","416"
"IN0570344","PUCCHO","111.64","229"
"IN0604639","PUCCHO","206.7","424"
"IN0360120","MEIJI","84.67","112"
"IN0863497","POCKY","17.56","422"
"IN0227242","PUCCHO","43.88","90"
"IN0469270","PUCCHO","238.88","490"
"IN0617694","POCKY","15.97","384"
"IN0453290","PUCCHO","243.26","499"
"IN0064986","POCKY","1.04","25"
"IN0108010","MEIJI","278.21","368"
"IN0883494","POCKY","13.56","326"
"IN0361974","POCKY","2.66","64"
"IN0231171","MEIJI","72.58","96"
"IN0649673","PUCCHO","153.56","315"
"IN0615546","POCKY","19.39","466"
"IN0416515","PUCCHO","153.56","315"
"IN0754488","POCKY","17.89","430"
"IN0424965","MEIJI","91.48","121"
"IN0622443","PUCCHO","227.17","466"
"IN0232659","MEIJI","2.27","3"
"IN0887538","MEIJI","95.26","126"
"IN0623201","MEIJI","276.7","366"
"IN0055135","PUCCHO","162.34","333"
"IN0730068","PUCCHO","112.12","230"
"IN0551439","MEIJI","25.7","34"
"IN0401021","MEIJI","181.44","240"
"IN0981189","POCKY","7.24","174"
"IN0054027","POCKY","16.68","401"
"IN0059121","POCKY","17.35","417"
"IN0116954","POCKY","9.11","219"
"IN0824645","POCKY","6.91","166"
"IN0186272","POCKY","8.82","212"
"IN0429331","MEIJI","211.68","280"
"IN0021706","MEIJI","285.77","378"
"IN0789505","PUCCHO","134.06","275"
"IN0210551","POCKY","18.51","445"
"IN0050680","POCKY","12.85","309"
"IN0825550","PUCCHO","118.46","243"
"IN0582644","POCKY","7.57","182"
"IN0046012","POCKY","15.89","382"
"IN0295256","MEIJI","290.3","384"
"IN0562367","POCKY","3.41","82"
"IN0816492","PUCCHO","26.81","55"
"IN0363567","POCKY","9.9","238"
"IN0238386","POCKY","16.93","407"
"IN0853306","MEIJI","148.93","197"
"IN0697639","POCKY","5.99","144"
"IN0621303","PUCCHO","157.95","324"
"IN0948311","POCKY","19.51","469"
"IN0883720","POCKY","11.19","269"
"IN0649673","POCKY","17.72","426"
"IN0204920","POCKY","19.18","461"
"IN0749325","POCKY","5.45","131"
"IN0882355","MEIJI","359.1","475"
"IN0422151","MEIJI","329.62","436"
"IN0858726","POCKY","18.26","439"
"IN0657885","MEIJI","372.71","493"
"IN0383310","PUCCHO","22.91","47"
"IN0107803","PUCCHO","66.79","137"
"IN0909492","MEIJI","146.66","194"
"IN0606336","PUCCHO","138.94","285"
"IN0080470","MEIJI","111.13","147"
"IN0011599","POCKY","2.33","56"
"IN0132150","MEIJI","239.65","317"
"IN0288273","PUCCHO","29.25","60"
"IN0085181","MEIJI","220.75","292"
"IN0631135","MEIJI","61.24","81"
"IN0513461","POCKY","2.45","59"
"IN0693403","MEIJI","162.54","215"
"IN0554444","POCKY","12.11","291"
"IN0699958","MEIJI","232.09","307"
"IN0063986","MEIJI","238.14","315"
"IN0512328","PUCCHO","31.69","65"
"IN0529434","PUCCHO","147.71","303"
"IN0986341","POCKY","14.06","338"
"IN0027762","POCKY","18.05","434"
"IN0908282","MEIJI","333.4","441"
"IN0112982","MEIJI","21.17","28"
"IN0633215","PUCCHO","229.12","470"
"IN0710086","POCKY","11.07","266"
"IN0181500","PUCCHO","23.4","48"
"IN0727403","PUCCHO","185.74","381"
"IN0651073","PUCCHO","96.52","198"
"IN0468151","MEIJI","300.13","397"
"IN0442802","PUCCHO","197.44","405"
"IN0255024","MEIJI","350.78","464"
"IN0268965","PUCCHO","29.25","60"
"IN0199888","PUCCHO","209.62","430"
"IN0548018","POCKY","13.52","325"
"IN0899602","PUCCHO","66.79","137"
"IN0545908","MEIJI","325.08","430"
"IN0717588","MEIJI","208.66","276"
"IN0158967","MEIJI","276.7","366"
"IN0232275","PUCCHO","235.46","483"
"IN0435761","MEIJI","120.2","159"
"IN0307313","MEIJI","216.97","287"
"IN0148349","MEIJI","199.58","264"
"IN0660816","MEIJI","46.12","61"
"IN0772463","POCKY","6.32","152"
"IN0626282","POCKY","15.39","370"
"IN0781335","MEIJI","218.48","289"
"IN0152098","PUCCHO","174.53","358"
"IN0133941","PUCCHO","130.65","268"
"IN0342383","MEIJI","246.46","326"
"IN0930479","MEIJI","361.37","478"
"IN0678096","PUCCHO","222.3","456"
"IN0686147","POCKY","17.1","411"
"IN0840197","MEIJI","44.6","59"
"IN0832833","PUCCHO","175.01","359"
"IN0198509","PUCCHO","140.4","288"
"IN0615672","MEIJI","297.86","394"
"IN0200688","POCKY","17.06","410"
"IN0347559","POCKY","19.72","474"
"IN0777759","PUCCHO","171.6","352"
"IN0209389","MEIJI","178.42","236"
"IN0308646","MEIJI","196.56","260"
"IN0103436","PUCCHO","116.51","239"
"IN0237990","POCKY","15.27","367"
"IN0248459","PUCCHO","13.65","28"
"IN0022200","PUCCHO","235.46","483"
"IN0881675","MEIJI","18.14","24"
"IN0060662","POCKY","18.76","451"
"IN0471364","MEIJI","337.18","446"
"IN0629276","MEIJI","89.96","119"
"IN0446709","PUCCHO","244.24","501"
"IN0863283","POCKY","9.69","233"
"IN0554035","MEIJI","6.8","9"
"IN0383426","MEIJI","206.39","273"
"IN0650948","POCKY","16.02","385"
"IN0572107","PUCCHO","4.88","10"
"IN0775797","POCKY","6.99","168"
"IN0872918","MEIJI","45.36","60"
"IN0496159","PUCCHO","152.1","312"
"IN0448013","POCKY","16.31","392"
"IN0507505","PUCCHO","131.14","269"
"IN0899908","POCKY","20.43","491"
"IN0817081","PUCCHO","64.84","133"
"IN0985663","MEIJI","90.72","120"
"IN0439923","MEIJI","230.58","305"
"IN0478482","MEIJI","38.56","51"
"IN0476202","PUCCHO","108.71","223"
"IN0746281","MEIJI","252.5","334"
"IN0263783","PUCCHO","50.21","103"
"IN0127043","PUCCHO","97.01","199"
"IN0152387","MEIJI","69.55","92"
"IN0483976","PUCCHO","137.96","283"
"IN0316022","MEIJI","350.78","464"
"IN0603573","POCKY","17.8","428"
"IN0826821","PUCCHO","67.27","138"
"IN0717959","POCKY","12.44","299"
"IN0927876","MEIJI","369.68","489"
"IN0660393","MEIJI","362.12","479"
"IN0384394","MEIJI","94.5","125"
"IN0275823","POCKY","9.03","217"
"IN0412526","POCKY","19.34","465"
"IN0453373","MEIJI","12.85","17"
"IN0568060","PUCCHO","220.84","453"
"IN0530265","MEIJI","21.92","29"
"IN0158214","PUCCHO","166.72","342"
"IN0911135","MEIJI","145.91","193"
"IN0823278","MEIJI","361.37","478"
"IN0404081","PUCCHO","14.14","29"
"IN0380059","MEIJI","189.0","250"
"IN0618841","PUCCHO","115.05","236"
"IN0930479","MEIJI","365.9","484"
"IN0540352","PUCCHO","164.29","337"
"IN0226863","MEIJI","336.42","445"
"IN0758781","MEIJI","204.12","270"
"IN0841845","MEIJI","213.95","283"
"IN0922823","MEIJI","105.84","140"
"IN0824410","MEIJI","168.59","223"
"IN0581918","MEIJI","327.35","433"
"IN0214512","MEIJI","83.92","111"
"IN0495467","PUCCHO","179.89","369"
"IN0500915","PUCCHO","157.95","324"
"IN0008769","POCKY","8.24","198"
"IN0376402","MEIJI","63.5","84"
"IN0798376","POCKY","7.53","181"
"IN0397116","PUCCHO","109.69","225"
"IN0505891","POCKY","4.58","110"
"IN0451221","POCKY","12.48","300"
"IN0703316","MEIJI","71.06","94"
"IN0288824","MEIJI","58.97","78"
"IN0437067","MEIJI","292.57","387"
"IN0395599","MEIJI","344.74","456"
"IN0763828","POCKY","16.6","399"
"IN0835371","MEIJI","335.66","444"
"IN0831216","PUCCHO","20.47","42"
"IN0212613","MEIJI","34.02","45"
"IN0970021","PUCCHO","175.01","359"
"IN0302307","MEIJI","66.53","88"
"IN0593980","POCKY","6.66","160"
"IN0695855","POCKY","15.56","374"
"IN0882150","POCKY","12.65","304"
"IN0618015","PUCCHO","137.96","283"
"IN0413631","MEIJI","288.79","382"
"IN0337886","POCKY","9.15","220"
"IN0239013","PUCCHO","95.55","196"
"IN0906922","MEIJI","177.66","235"
"IN0519664","POCKY","1.08","26"
"IN0426427","MEIJI","189.76","251"
"IN0932267","MEIJI","245.7","325"
"IN0553077","PUCCHO","212.06","435"
"IN0304114","PUCCHO","76.54","157"
"IN0844171","POCKY","1.83","44"
"IN0114225","POCKY","5.03","121"
"IN0227854","POCKY","1.5","36"
"IN0375749","PUCCHO","182.32","374"
"IN0411886","MEIJI","35.53","47"
"IN0331734","MEIJI","309.2","409"
"IN0843516","MEIJI","241.16","319"
"IN0831382","MEIJI","157.25","208"
"IN0319664","PUCCHO","67.27","138"
"IN0958217","PUCCHO","212.55","436"
"IN0188699","MEIJI","301.64","399"
"IN0032038","PUCCHO","216.45","444"
"IN0850022","PUCCHO","199.39","409"
"IN0236490","MEIJI","219.24","290"
"IN0701437","MEIJI","289.55","383"
"IN0814147","MEIJI","25.7","34"
"IN0714079","POCKY","20.05","482"
"IN0674859","POCKY","15.56","374"
"IN0716080","POCKY","10.23","246"
"IN0803025","PUCCHO","229.61","471"
"IN0803875","POCKY","17.68","425"
"IN0685340","MEIJI","216.97","287"
"IN0065936","MEIJI","171.61","227"
"IN0569842","MEIJI","197.32","261"
"IN0891932","POCKY","17.8","428"
"IN0453705","MEIJI","82.4","109"
"IN0438826","POCKY","10.94","263"
"IN0058727","MEIJI","349.27","462"
"IN0185853","PUCCHO","25.84","53"
"IN0850722","PUCCHO","56.55","116"
"IN0684571","MEIJI","74.84","99"
"IN0981911","PUCCHO","129.67","266"
"IN0256338","PUCCHO","14.62","30"
"IN0269840","PUCCHO","234.0","480"
"IN0975776","POCKY","11.27","271"
"IN0004659","PUCCHO","79.95","164"
"IN0879488","MEIJI","226.8","300"
"IN0075719","PUCCHO","98.96","203"
"IN0300080","MEIJI","161.03","213"
"IN0776395","PUCCHO","15.6","32"
"IN0363495","MEIJI","354.56","469"
"IN0973781","MEIJI","284.26","376"
"IN0570068","POCKY","10.69","257"
"IN0680505","MEIJI","42.34","56"
"IN0711570","POCKY","20.68","497"
"IN0681103","PUCCHO","191.1","392"
"IN0864557","MEIJI","120.2","159"
"IN0532751","MEIJI","150.44","199"
"IN0616614","MEIJI","228.31","302"
"IN0008057","PUCCHO","194.03","398"
"IN0503504","MEIJI","95.26","126"
"IN0450212","POCKY","20.38","490"
"IN0444398","POCKY","4.16","100"
"IN0347882","PUCCHO","240.34","493"
"IN0220176","PUCCHO","68.74","141"
"IN0164628","POCKY","20.26","487"
"IN0209528","POCKY","19.34","465"
"IN0433883","POCKY","1.54","37"
"IN0068168","PUCCHO","27.79","57"
"IN0931581","POCKY","6.41","154"
"IN0128305","POCKY","0.29","7"
"IN0051026","PUCCHO","130.16","267"
"IN0792382","POCKY","8.65","208"
"IN0362183","POCKY","12.52","301"
"IN0656343","POCKY","15.43","371"
"IN0536743","MEIJI","294.84","390"
"IN0193215","PUCCHO","25.84","53"
"IN0493586","MEIJI","184.46","244"
"IN0927687","POCKY","20.84","501"
"IN0559110","MEIJI","32.51","43"
"IN0027976","MEIJI","126.25","167"
"IN0758472","POCKY","13.89","334"
"IN0867748","MEIJI","154.98","205"
"IN0566004","MEIJI","370.44","490"
"IN0921109","PUCCHO","79.95","164"
"IN0880199","POCKY","14.6","351"
"IN0286228","PUCCHO","115.05","236"
"IN0014932","MEIJI","346.25","458"
"IN0910517","MEIJI","55.94","74"
"IN0193215","PUCCHO","189.15","388"
"IN0742360","PUCCHO","188.17","386"
"IN0186936","PUCCHO","138.94","285"
"IN0477220","POCKY","7.28","175"
"IN0487148","MEIJI","207.9","275"
"IN0425272","PUCCHO","133.09","273"
"IN0178268","PUCCHO","107.25","220"
"IN0241721","POCKY","17.76","427"
"IN0053364","POCKY","8.61","207"
"IN0625926","PUCCHO","144.79","297"
"IN0566833","PUCCHO","83.36","171"
"IN0184555","PUCCHO","223.28","458"
"IN0402590","PUCCHO","141.38","290"
"IN0006175","MEIJI","6.8","9"
"IN0884700","MEIJI","197.32","261"
"IN0272301","POCKY","1.83","44"
"IN0654224","PUCCHO","10.24","21"
"IN0977777","PUCCHO","157.46","323"
"IN0526235","MEIJI","252.5","334"
"IN0477525","POCKY","1.12","27"
"IN0347372","PUCCHO","167.21","343"
"IN0613250","PUCCHO","17.06","35"
"IN0879313","POCKY","3.95","95"
"IN0030704","MEIJI","61.99","82"
"IN0247299","POCKY","1.25","30"
"IN0633800","POCKY","16.06","386"
"IN0779255","PUCCHO","86.29","177"
"IN0191810","PUCCHO","156.97","322"
"IN0076390","POCKY","19.76","475"
"IN0795971","POCKY","7.7","185"
"IN0118002","PUCCHO","177.45","364"
"IN0261308","POCKY","3.99","96"
"IN0554213","POCKY","18.47","444"
"IN0566833","POCKY","12.23","294"
"IN0067809","MEIJI","203.36","269"
"IN0519664","POCKY","15.77","379"
"IN0293449","MEIJI","303.16","401"
"IN0252250","POCKY","11.07","266"
"IN0416878","MEIJI","343.98","455"
"IN0961540","PUCCHO","211.09","433"
"IN0032170","MEIJI","372.71","493"
"IN0172758","POCKY","7.4","178"
"IN0483976","POCKY","6.45","155"
"IN0322972","MEIJI","316.76","419"
"IN0579313","MEIJI","362.12","479"
"IN0027762","PUCCHO","155.51","319"
"IN0239297","MEIJI","347.76","460"
"IN0209009","POCKY","14.44","347"
"IN0278974","PUCCHO","157.95","324"
"IN0278649","POCKY","1.29","31"
"IN0207121","PUCCHO","75.56","155"
"IN0103465","PUCCHO","34.61","71"
"IN0881557","MEIJI","194.29","257"
"IN0850224","POCKY","4.58","110"
"IN0428933","POCKY","9.4","226"
"IN0166862","PUCCHO","202.31","415"
"IN0350890","MEIJI","198.07","262"
"IN0959430","PUCCHO","108.71","223"
"IN0738984","PUCCHO","215.96","443"
"IN0338789","MEIJI","294.84","390"
"IN0815308","PUCCHO","128.21","263"
"IN0645061","PUCCHO","222.79","457"
"IN0996269","MEIJI","65.02","86"
"IN0032773","PUCCHO","108.71","223"
"IN0089896","MEIJI","324.32","429"
"IN0299709","POCKY","8.49","204"
"IN0417024","MEIJI","322.06","426"
"IN0907759","POCKY","16.72","402"
"IN0933767","PUCCHO","160.39","329"
"IN0704138","PUCCHO","198.9","408"
"IN0381640","POCKY","0.79","19"
"IN0257927","PUCCHO","87.75","180"
"IN0283479","POCKY","9.57","230"
"IN0383563","POCKY","19.84","477"
"IN0361681","PUCCHO","110.66","227"
"IN0302563","POCKY","16.27","391"
"IN0923333","POCKY","3.95","95"
"IN0831962","MEIJI","308.45","408"
"IN0296155","POCKY","7.2","173"
"IN0300597","PUCCHO","95.55","196"
"IN0992629","POCKY","10.61","255"
"IN0999897","POCKY","12.02","289"
"IN0663497","PUCCHO","194.03","398"
"IN0390187","PUCCHO","145.28","298"
"IN0755015","MEIJI","273.67","362"
"IN0240331","MEIJI","278.21","368"
"IN0634278","PUCCHO","206.21","423"
"IN0485266","POCKY","16.72","402"
"IN0184012","POCKY","10.28","247"
"IN0898931","PUCCHO","235.46","483"
"IN0776837","POCKY","6.03","145"
"IN0525119","PUCCHO","38.51","79"
"IN0729065","PUCCHO","6.34","13"
"IN0469546","POCKY","15.1","363"
"IN0608162","MEIJI","99.04","131"
"IN0738943","MEIJI","131.54","174"
"IN0073776","POCKY","20.76","499"
"IN0789073","PUCCHO","21.45","44"
"IN0132311","PUCCHO","47.29","97"
"IN0305248","PUCCHO","19.5","40"
"IN0535046","PUCCHO","221.32","454"
"IN0733143","PUCCHO","78.49","161"
"IN0054803","PUCCHO","21.94","45"
"IN0117516","POCKY","4.83","116"
"IN0588943","PUCCHO","98.96","203"
"IN0451190","POCKY","9.98","240"
"IN0155374","MEIJI","378.76","501"
"IN0600758","POCKY","1.04","25"
"IN0522819","MEIJI","250.99","332"
"IN0999736","POCKY","12.52","301"
"IN0146996","POCKY","15.77","379"
"IN0823903","MEIJI","99.79","132"
"IN0447603","MEIJI","105.84","140"
"IN0886995","PUCCHO","38.02","78"
"IN0767412","PUCCHO","131.14","269"
"IN0382276","MEIJI","114.91","152"
"IN0948311","POCKY","14.35","345"
"IN0611812","MEIJI","114.91","152"
"IN0874502","POCKY","20.38","490"
"IN0137166","PUCCHO","136.5","280"
"IN0096889","MEIJI","52.92","70"
"IN0524750","MEIJI","333.4","441"
"IN0669361","POCKY","1.29","31"
"IN0621266","MEIJI","241.92","320"
"IN0729470","POCKY","7.74","186"
"IN0242161","POCKY","12.6","303"
"IN0913238","MEIJI","28.73","38"
"IN0369788","POCKY","11.44","275"
"IN0188337","PUCCHO","193.54","397"
"IN0737914","PUCCHO","86.29","177"
"IN0949221","MEIJI","21.17","28"
"IN0905247","MEIJI","345.49","457"
"IN0698325","MEIJI","57.46","76"
"IN0056275","MEIJI","233.6","309"
"IN0972319","MEIJI","145.91","193"
"IN0179359","PUCCHO","62.89","129"
"IN0678587","POCKY","8.86","213"
"IN0826166","PUCCHO","11.21","23"
"IN0960173","PUCCHO","84.83","174"
"IN0588588","MEIJI","148.18","196"
"IN0854171","PUCCHO","175.01","359"
"IN0553197","POCKY","8.03","193"
"IN0347444","POCKY","7.4","178"
"IN0467836","MEIJI","337.93","447"
"IN0475730","PUCCHO","162.82","334"
"IN0788463","MEIJI","213.95","283"
"IN0767005","MEIJI","55.19","73"
"IN0531335","POCKY","1.29","31"
"IN0135656","POCKY","6.99","168"
"IN0066381","PUCCHO","120.9","248"
"IN0676201","PUCCHO","230.1","472"
"IN0860445","PUCCHO","165.75","340"
"IN0983081","POCKY","2.12","51"
"IN0899359","MEIJI","65.77","87"
"IN0794868","POCKY","12.52","301"
"IN0226366","POCKY","19.05","458"
"IN0433769","MEIJI","213.95","283"
"IN0655531","MEIJI","201.1","266"
"IN0771740","MEIJI","157.25","208"
"IN0309076","POCKY","9.57","230"
"IN0981911","MEIJI","359.1","475"
"IN0182614","PUCCHO","158.44","325"
"IN0010857","MEIJI","222.26","294"
"IN0863311","POCKY","12.98","312"
"IN0760359","MEIJI","142.88","189"
"IN0505884","POCKY","16.64","400"
"IN0395251","MEIJI","223.02","295"
"IN0361478","MEIJI","291.06","385"
"IN0941426","MEIJI","61.99","82"
"IN0657667","MEIJI","317.52","420"
"IN0364313","PUCCHO","40.46","83"
"IN0927389","PUCCHO","236.92","486"
"IN0682105","PUCCHO","81.41","167"
"IN0727064","MEIJI","328.86","435"
"IN0647229","POCKY","4.04","97"
"IN0037574","POCKY","13.35","321"
"IN0308630","MEIJI","335.66","444"
"IN0970699","POCKY","17.76","427"
"IN0943466","MEIJI","216.97","287"
"IN0088412","PUCCHO","101.89","209"
"IN0713127","POCKY","19.64","472"
"IN0796469","PUCCHO","179.4","368"
"IN0238740","POCKY","8.03","193"
"IN0123434","POCKY","6.57","158"
"IN0290930","POCKY","7.78","187"
"IN0296821","POCKY","14.19","341"
"IN0313393","PUCCHO","171.6","352"
"IN0237954","PUCCHO","149.17","306"
"IN0269373","PUCCHO","72.15","148"
"IN0771141","POCKY","6.2","149"
"IN0705475","MEIJI","123.98","164"
"IN0853352","PUCCHO","7.8","16"
"IN0751165","MEIJI","114.91","152"
"IN0989838","MEIJI","159.52","211"
"IN0104494","POCKY","15.68","377"
"IN0117825","POCKY","3.45","83"
"IN0750794","PUCCHO","71.66","147"
"IN0472610","MEIJI","74.09","98"
"IN0555121","MEIJI","370.44","490"
"IN0911681","MEIJI","162.54","215"
"IN0414642","MEIJI","222.26","294"
"IN0738973","PUCCHO","35.1","72"
"IN0651215","MEIJI","126.25","167"
"IN0113099","POCKY","10.98","264"
"IN0192813","MEIJI","284.26","376"
"IN0980209","PUCCHO","133.57","274"
"IN0746281","PUCCHO","208.65","428"
"IN0371308","MEIJI","151.2","200"
"IN0810079","PUCCHO","59.96","123"
"IN0959133","PUCCHO","182.32","374"
"IN0195964","MEIJI","199.58","264"
"IN0463697","POCKY","20.68","497"
"IN0442893","MEIJI","104.33","138"
"IN0781362","MEIJI","256.28","339"
"IN0239402","POCKY","18.35","441"
"IN0211717","POCKY","10.57","254"
"IN0572635","POCKY","8.32","200"
"IN0754775","MEIJI","103.57","137"
"IN0372572","PUCCHO","95.55","196"
"IN0554662","MEIJI","220.0","291"
"IN0854524","MEIJI","112.64","149"
"IN0739078","POCKY","7.7","185"
"IN0579226","PUCCHO","175.99","361"
"IN0471704","PUCCHO","62.89","129"
"IN0609189","POCKY","3.58","86"
"IN0048871","POCKY","20.59","495"
"IN0241073","MEIJI","194.29","257"
"IN0315654","MEIJI","306.18","405"
"IN0089532","PUCCHO","65.81","135"
"IN0714449","POCKY","3.2","77"
"IN0409097","PUCCHO","34.61","71"
"IN0805211","PUCCHO","202.8","416"
"IN0137035","POCKY","8.36","201"
"IN0503966","POCKY","13.85","333"
"IN0570512","PUCCHO","244.24","501"
"IN0782613","MEIJI","331.13","438"
"IN0360172","PUCCHO","118.95","244"
"IN0265407","PUCCHO","98.96","203"
"IN0002857","POCKY","20.43","491"
"IN0306377","MEIJI","185.22","245"
"IN0155124","PUCCHO","67.76","139"
"IN0177955","PUCCHO","19.5","40"
"IN0472354","MEIJI","83.92","111"
"IN0149914","MEIJI","161.03","213"
"IN0223985","MEIJI","181.44","240"
"IN0910232","POCKY","4.74","114"
"IN0796199","MEIJI","223.78","296"
"IN0912713","MEIJI","43.85","58"
"IN0148287","PUCCHO","149.66","307"
"IN0604447","MEIJI","322.06","426"
"IN0392309","POCKY","8.82","212"
"IN0441123","MEIJI","157.25","208"
"IN0902688","POCKY","12.31","296"
"IN0821372","PUCCHO","204.26","419"
"IN0839806","POCKY","9.03","217"
"IN0230934","POCKY","1.33","32"
"IN0088205","POCKY","6.61","159"
"IN0362739","PUCCHO","207.67","426"
"IN0037613","PUCCHO","98.96","203"
"IN0278161","PUCCHO","227.17","466"
"IN0744406","POCKY","8.49","204"
"IN0281886","PUCCHO","134.55","276"
"IN0385321","POCKY","9.48","228"
"IN0133588","MEIJI","61.24","81"
"IN0860997","PUCCHO","131.14","269"
"IN0529520","MEIJI","285.01","377"
"IN0110874","MEIJI","348.52","461"
"IN0183760","MEIJI","117.18","155"
"IN0602117","PUCCHO","7.31","15"
"IN0959807","POCKY","18.01","433"
"IN0604249","POCKY","6.28","151"
"IN0631234","POCKY","13.48","324"
"IN0714306","POCKY","16.56","398"
"IN0165804","POCKY","15.35","369"
"IN0579607","POCKY","9.03","217"
"IN0830378","PUCCHO","49.24","101"
