"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000068755","IN0714067","38.51","16-Nov-2021"
"CUST0000056082","IN0804346","359.82","23-Feb-2021"
"CUST0000060997","IN0172059","0.33","04-Jul-2021"
"CUST0000080853","IN0732425","400.2","23-Apr-2021"
"CUST0000067221","IN0914682","86.77","10-Apr-2021"
"CUST0000095358","IN0194727","294.59","02-Jun-2021"
"CUST0000073064","IN0183916","282.74","18-Jul-2021"
"CUST0000047003","IN0432685","263.83","12-May-2021"
"CUST0000074838","IN0056019","75.56","29-Sep-2021"
"CUST0000098617","IN0310099","450.58","30-Jun-2021"
"CUST0000070999","IN0463128","27.97","13-Jul-2021"
"CUST0000085591","IN0961798","20.68","16-Oct-2021"
"CUST0000048147","IN0210263","581.43","13-Oct-2021"
"CUST0000073296","IN0582496","313.01","09-Jan-2021"
"CUST0000093719","IN0136286","368.93","14-Jan-2021"
"CUST0000085135","IN0360226","241.92","19-Jul-2021"
"CUST0000041315","IN0830605","243.26","05-Apr-2021"
"CUST0000092017","IN0747176","2.16","14-Jun-2021"
"CUST0000040176","IN0012600","237.41","28-Mar-2021"
"CUST0000040789","IN0979364","266.87","16-Jan-2021"
"CUST0000035412","IN0708257","93.74","05-Oct-2021"
"CUST0000039023","IN0635061","249.48","03-Dec-2021"
"CUST0000082401","IN0449845","340.95","24-Dec-2021"
"CUST0000067381","IN0822146","230.58","07-Jul-2021"
"CUST0000066483","IN0048541","12.52","19-Apr-2021"
"CUST0000041680","IN0025573","19.84","09-Sep-2021"
"CUST0000096668","IN0006993","12.65","02-May-2021"
"CUST0000084446","IN0689612","295.6","12-Mar-2021"
"CUST0000063586","IN0898695","8.99","06-Aug-2021"
"CUST0000091001","IN0097685","13.61","23-Mar-2021"
"CUST0000011238","IN0057564","235.46","19-Jan-2021"
"CUST0000030208","IN0453540","6.45","20-Jan-2021"
"CUST0000083950","IN0440496","25.92","28-Jul-2021"
"CUST0000068643","IN0933767","248.09","04-Sep-2021"
"CUST0000031743","IN0983260","50.7","13-Feb-2021"
"CUST0000055529","IN0152347","349.79","29-Jan-2021"
"CUST0000084392","IN0364473","130.17","29-Apr-2021"
"CUST0000002679","IN0649779","157.46","26-Jun-2021"
"CUST0000051110","IN0576167","314.5","08-Mar-2021"
"CUST0000097107","IN0701633","195.05","08-Dec-2021"
"CUST0000003601","IN0472509","65.81","28-Jun-2021"
"CUST0000029978","IN0136466","91.06","24-Sep-2021"
"CUST0000046241","IN0763156","925.26","29-Jun-2021"
"CUST0000043451","IN0434970","87.26","15-Jan-2021"
"CUST0000096512","IN0687043","383.42","06-May-2021"
"CUST0000099288","IN0525377","132.3","08-Jun-2021"
"CUST0000035229","IN0566716","540.17","06-Jun-2021"
"CUST0000002084","IN0246171","479.68","06-Dec-2021"
"CUST0000078026","IN0691480","141.38","15-Apr-2021"
"CUST0000028916","IN0136713","3.24","09-Mar-2021"
"CUST0000079056","IN0371925","134.42","09-Dec-2021"
"CUST0000091394","IN0954617","5.41","04-Feb-2021"
"CUST0000030467","IN0702237","364.39","24-Feb-2021"
"CUST0000000218","IN0923590","289.61","11-Aug-2021"
"CUST0000020108","IN0140123","213.95","08-Jul-2021"
"CUST0000067786","IN0113295","634.45","20-Feb-2021"
"CUST0000093028","IN0865538","47.77","18-Mar-2021"
"CUST0000057498","IN0848324","12.85","09-Jul-2021"
"CUST0000081678","IN0603921","19.76","01-Apr-2021"
"CUST0000042243","IN0464614","291.82","06-Aug-2021"
"CUST0000041024","IN0465608","325.35","29-Jul-2021"
"CUST0000012166","IN0041274","1.66","26-Feb-2021"
"CUST0000076232","IN0183042","2.27","13-May-2021"
"CUST0000020217","IN0741714","21.45","21-Jun-2021"
"CUST0000018374","IN0378791","217.73","30-Jul-2021"
"CUST0000019852","IN0639488","117.36","11-Aug-2021"
"CUST0000036774","IN0478120","219.86","27-Dec-2021"
"CUST0000075470","IN0116954","58.8","05-Dec-2021"
"CUST0000044626","IN0216694","18.18","24-Jan-2021"
"CUST0000021740","IN0897552","92.23","22-Feb-2021"
"CUST0000014133","IN0843531","2.75","08-Nov-2021"
"CUST0000026875","IN0651774","191.27","02-May-2021"
"CUST0000036077","IN0266304","241.31","22-Jun-2021"
"CUST0000064176","IN0917949","152.59","08-Sep-2021"
"CUST0000044529","IN0597435","15.43","28-May-2021"
"CUST0000057706","IN0607776","316.76","03-Aug-2021"
"CUST0000013343","IN0392987","501.59","30-Jan-2021"
"CUST0000002679","IN0034110","12.4","08-Jul-2021"
"CUST0000097786","IN0472416","16.57","23-Jul-2021"
"CUST0000099652","IN0361416","374.22","01-Jan-2021"
"CUST0000003431","IN0190158","7.82","04-Feb-2021"
"CUST0000081933","IN0634255","66.79","25-Oct-2021"
"CUST0000043108","IN0639588","12.1","06-Jun-2021"
"CUST0000023243","IN0008957","192.41","15-Jun-2021"
"CUST0000087072","IN0158914","128.21","20-Feb-2021"
"CUST0000088195","IN0520337","554.88","29-May-2021"
"CUST0000023185","IN0628924","529.2","23-Apr-2021"
"CUST0000038665","IN0226603","300.13","15-Mar-2021"
"CUST0000019011","IN0047200","55.57","23-Aug-2021"
"CUST0000061012","IN0514736","101.09","12-Nov-2021"
"CUST0000085591","IN0288004","11.9","09-Jun-2021"
"CUST0000086569","IN0691852","422.94","05-Aug-2021"
"CUST0000086266","IN0431769","191.27","23-Dec-2021"
"CUST0000015633","IN0364517","7.16","05-Jul-2021"
"CUST0000080030","IN0059121","167.5","26-Apr-2021"
"CUST0000058351","IN0685869","89.96","10-Jun-2021"
"CUST0000023643","IN0071504","9.41","03-Feb-2021"
"CUST0000084920","IN0450541","10.32","09-Sep-2021"
"CUST0000039856","IN0399651","207.67","02-Dec-2021"
"CUST0000093719","IN0024552","205.42","25-May-2021"
"CUST0000003481","IN0267518","26.46","07-Nov-2021"
"CUST0000040563","IN0256220","6.41","22-Feb-2021"
"CUST0000097578","IN0133756","232.54","01-Jan-2021"
"CUST0000057946","IN0287045","415.16","12-Jan-2021"
"CUST0000086045","IN0109703","43.39","20-Apr-2021"
"CUST0000067381","IN0601780","215.08","07-Dec-2021"
"CUST0000087072","IN0559567","154.98","06-Aug-2021"
"CUST0000046335","IN0081711","353.05","08-Oct-2021"
"CUST0000020692","IN0981106","498.96","21-Feb-2021"
"CUST0000032826","IN0494075","18.9","27-Dec-2021"
"CUST0000037488","IN0473603","29.25","23-Nov-2021"
"CUST0000065432","IN0782891","164.78","15-Sep-2021"
"CUST0000069585","IN0620627","163.3","02-Dec-2021"
"CUST0000021740","IN0943396","231.72","09-Jun-2021"
"CUST0000022375","IN0265861","419.25","28-Aug-2021"
"CUST0000015360","IN0258245","6.86","21-Apr-2021"
"CUST0000043980","IN0590670","3.58","07-Feb-2021"
"CUST0000034215","IN0872922","17.35","27-Jul-2021"
"CUST0000053288","IN0665432","311.65","03-Jul-2021"
"CUST0000067895","IN0742659","67.69","08-Jan-2021"
"CUST0000015767","IN0595530","269.59","30-Dec-2021"
"CUST0000007304","IN0783147","184.46","26-Sep-2021"
"CUST0000046335","IN0881557","201.15","16-Jul-2021"
"CUST0000044003","IN0589798","372.71","30-Jan-2021"
"CUST0000092994","IN0780059","293.33","16-May-2021"
"CUST0000045626","IN0642699","25.35","31-Dec-2021"
"CUST0000043318","IN0120606","304.67","26-May-2021"
"CUST0000007975","IN0442893","106.74","27-Apr-2021"
"CUST0000067581","IN0838214","3.24","22-Aug-2021"
"CUST0000055359","IN0689569","228.15","25-Sep-2021"
"CUST0000085009","IN0221424","232.05","15-Nov-2021"
"CUST0000036946","IN0980139","451.33","09-Aug-2021"
"CUST0000064437","IN0547530","9.75","05-Nov-2021"
"CUST0000033908","IN0063374","143.32","29-Dec-2021"
"CUST0000094063","IN0611390","2.45","10-Nov-2021"
"CUST0000070176","IN0957454","270.88","03-Oct-2021"
"CUST0000008396","IN0628375","80.92","12-Jun-2021"
"CUST0000049799","IN0611161","325.08","04-Jan-2021"
"CUST0000002363","IN0704219","272.22","14-Aug-2021"
"CUST0000009902","IN0126258","582.4","16-Feb-2021"
"CUST0000051719","IN0588938","464.13","03-Jan-2021"
"CUST0000080853","IN0165337","133.81","30-Oct-2021"
"CUST0000023154","IN0509497","234.36","24-Nov-2021"
"CUST0000051494","IN0172868","105.32","27-Jan-2021"
"CUST0000081139","IN0816158","599.51","21-Nov-2021"
"CUST0000019927","IN0403688","344.36","10-Aug-2021"
"CUST0000079267","IN0187864","366.66","04-Apr-2021"
"CUST0000093719","IN0871475","424.1","18-Jun-2021"
"CUST0000098617","IN0014602","111.89","04-Jul-2021"
"CUST0000085591","IN0185124","93.11","13-Nov-2021"
"CUST0000015767","IN0254800","110.66","05-Mar-2021"
"CUST0000063186","IN0709800","119.45","19-Dec-2021"
"CUST0000047628","IN0436871","8.28","23-Apr-2021"
"CUST0000016577","IN0132232","83.16","26-Aug-2021"
"CUST0000092017","IN0296994","19.93","25-Jul-2021"
"CUST0000010036","IN0785062","88.24","19-Jan-2021"
"CUST0000051693","IN0321756","50.26","26-Oct-2021"
"CUST0000071851","IN0390592","124.8","14-Jan-2021"
"CUST0000083191","IN0184975","321.26","02-Oct-2021"
"CUST0000043099","IN0231581","325.08","09-Oct-2021"
"CUST0000052741","IN0656248","8.2","02-Jun-2021"
"CUST0000066661","IN0450275","1.79","09-Sep-2021"
"CUST0000050582","IN0549150","17.89","28-Oct-2021"
"CUST0000006880","IN0529146","165.26","13-Apr-2021"
"CUST0000007107","IN0356529","185.25","19-Jul-2021"
"CUST0000026795","IN0139749","158.0","08-Dec-2021"
"CUST0000092614","IN0088079","27.13","28-May-2021"
"CUST0000067093","IN0111659","77.21","20-Jan-2021"
"CUST0000001246","IN0891824","211.57","24-Dec-2021"
"CUST0000051725","IN0846518","93.11","03-Feb-2021"
"CUST0000089586","IN0357413","9.73","12-May-2021"
"CUST0000070426","IN0352184","133.06","02-Jan-2021"
"CUST0000001575","IN0409655","258.86","03-Jul-2021"
"CUST0000008412","IN0898819","55.94","25-Jun-2021"
"CUST0000036338","IN0586657","9.03","15-Feb-2021"
"CUST0000066659","IN0739823","175.39","05-Jan-2021"
"CUST0000073660","IN0113747","310.72","12-Jun-2021"
"CUST0000096512","IN0053872","3.33","30-Jan-2021"
"CUST0000065743","IN0873536","335.82","20-Apr-2021"
"CUST0000095991","IN0797030","31.0","21-Aug-2021"
"CUST0000062817","IN0138332","116.02","13-Feb-2021"
"CUST0000085214","IN0838490","12.77","20-May-2021"
"CUST0000061338","IN0104494","97.58","07-Jun-2021"
"CUST0000081665","IN0082231","309.87","27-Feb-2021"
"CUST0000099491","IN0362613","734.69","14-May-2021"
"CUST0000041680","IN0822343","204.88","16-Apr-2021"
"CUST0000083191","IN0290188","171.11","23-Jul-2021"
"CUST0000087146","IN0318840","11.52","27-Apr-2021"
"CUST0000062456","IN0767056","69.44","14-Jun-2021"
"CUST0000067786","IN0498668","350.03","03-Feb-2021"
"CUST0000057732","IN0912673","81.2","10-Feb-2021"
"CUST0000014655","IN0133984","10.4","05-Feb-2021"
"CUST0000067875","IN0831904","8.2","14-Nov-2021"
"CUST0000099806","IN0613250","20.85","27-Apr-2021"
"CUST0000039468","IN0958963","369.68","15-Jan-2021"
"CUST0000092994","IN0722210","195.49","04-Aug-2021"
"CUST0000084088","IN0414911","125.29","15-Jun-2021"
"CUST0000007054","IN0970795","176.9","03-Sep-2021"
"CUST0000021898","IN0007110","189.64","22-Mar-2021"
"CUST0000067500","IN0831382","238.19","26-Jul-2021"
"CUST0000068343","IN0824022","306.94","12-Jul-2021"
"CUST0000056877","IN0911681","613.33","13-Mar-2021"
"CUST0000030587","IN0539914","38.73","24-Nov-2021"
"CUST0000068072","IN0757115","236.64","19-Nov-2021"
"CUST0000031300","IN0812298","18.84","20-Dec-2021"
"CUST0000044208","IN0436478","27.74","21-Jan-2021"
"CUST0000007054","IN0838846","118.35","19-Nov-2021"
"CUST0000068825","IN0278161","232.04","22-Jan-2021"
"CUST0000004209","IN0402266","124.31","09-Apr-2021"
"CUST0000079073","IN0619728","19.99","12-Apr-2021"
"CUST0000097107","IN0856781","128.04","31-Mar-2021"
"CUST0000097506","IN0987435","6.34","21-Jun-2021"
"CUST0000090129","IN0593861","19.01","28-Dec-2021"
"CUST0000004134","IN0462347","305.17","28-Oct-2021"
"CUST0000077880","IN0680505","93.75","14-Jul-2021"
"CUST0000029132","IN0188938","247.78","17-Sep-2021"
"CUST0000062339","IN0143091","360.75","16-Feb-2021"
"CUST0000068962","IN0408151","90.67","15-Oct-2021"
"CUST0000001621","IN0541337","16.85","20-Feb-2021"
"CUST0000070884","IN0326096","342.72","20-Aug-2021"
"CUST0000094275","IN0306032","163.0","01-Feb-2021"
"CUST0000024465","IN0692722","377.15","25-Mar-2021"
"CUST0000089577","IN0417039","19.64","02-Jan-2021"
"CUST0000003576","IN0990992","48.38","26-Sep-2021"
"CUST0000041590","IN0832772","18.93","18-Mar-2021"
"CUST0000087185","IN0447009","225.71","09-Jul-2021"
"CUST0000054957","IN0843272","599.8","04-Aug-2021"
"CUST0000073110","IN0856784","2.04","28-Dec-2021"
"CUST0000021192","IN0528461","195.97","07-Feb-2021"
"CUST0000091919","IN0579915","465.7","14-Oct-2021"
"CUST0000058888","IN0043879","34.49","29-Aug-2021"
"CUST0000096640","IN0563300","360.35","07-Jun-2021"
"CUST0000062785","IN0579932","237.41","06-Mar-2021"
"CUST0000097786","IN0918930","39.69","28-Dec-2021"
"CUST0000077880","IN0705192","109.2","17-Oct-2021"
"CUST0000015237","IN0361759","140.89","07-Dec-2021"
"CUST0000077592","IN0980775","356.83","14-Feb-2021"
"CUST0000036509","IN0749339","9.98","04-Dec-2021"
"CUST0000050946","IN0267242","343.98","02-Oct-2021"
"CUST0000005436","IN0306288","11.98","09-May-2021"
"CUST0000059843","IN0541739","5.37","01-Nov-2021"
"CUST0000043451","IN0021414","68.04","16-Dec-2021"
"CUST0000093028","IN0681666","504.15","28-Feb-2021"
"CUST0000074467","IN0610017","31.69","08-Jan-2021"
"CUST0000062296","IN0368653","212.44","19-Sep-2021"
"CUST0000029132","IN0250018","286.52","14-Oct-2021"
"CUST0000098375","IN0347627","155.29","24-Jan-2021"
"CUST0000090485","IN0980616","200.08","18-Aug-2021"
"CUST0000031994","IN0598622","103.57","15-Mar-2021"
"CUST0000036077","IN0954849","15.6","22-Jul-2021"
"CUST0000044932","IN0097643","12.73","19-Nov-2021"
"CUST0000043108","IN0063986","682.25","06-Dec-2021"
"CUST0000027445","IN0541577","329.62","04-Aug-2021"
"CUST0000058083","IN0087182","249.11","21-Jan-2021"
"CUST0000065333","IN0609301","18.26","04-Sep-2021"
"CUST0000051432","IN0334325","191.27","07-Jul-2021"
"CUST0000052167","IN0731086","243.75","14-Aug-2021"
"CUST0000038604","IN0680895","14.6","17-Oct-2021"
"CUST0000016773","IN0241218","186.97","08-Feb-2021"
"CUST0000090888","IN0833333","120.52","27-May-2021"
"CUST0000050754","IN0392470","18.22","12-Jul-2021"
"CUST0000050582","IN0094161","121.39","30-Mar-2021"
"CUST0000054051","IN0011939","90.67","23-Jun-2021"
"CUST0000059355","IN0280701","5.95","14-Jun-2021"
"CUST0000064370","IN0748325","3.2","16-Jun-2021"
"CUST0000024040","IN0629064","377.85","12-Dec-2021"
"CUST0000034686","IN0984461","9.73","23-Sep-2021"
"CUST0000021664","IN0906335","114.08","06-Sep-2021"
"CUST0000067175","IN0551705","191.27","19-Jul-2021"
"CUST0000014811","IN0334801","329.62","25-Oct-2021"
"CUST0000060997","IN0870617","579.1","23-May-2021"
"CUST0000052505","IN0156086","243.75","08-Sep-2021"
"CUST0000064762","IN0508428","173.06","28-Sep-2021"
"CUST0000078138","IN0173202","11.19","27-Mar-2021"
"CUST0000079598","IN0576268","88.86","12-Apr-2021"
"CUST0000097878","IN0381095","18.55","02-May-2021"
"CUST0000076937","IN0458803","6.74","13-Apr-2021"
"CUST0000069891","IN0472610","398.93","28-May-2021"
"CUST0000002737","IN0444660","453.86","05-Jun-2021"
"CUST0000058880","IN0509342","111.15","22-May-2021"
"CUST0000098725","IN0243776","68.74","20-Nov-2021"
"CUST0000037610","IN0637982","1.12","21-Aug-2021"
"CUST0000028916","IN0298723","491.4","16-Sep-2021"
"CUST0000051009","IN0291258","163.3","24-Aug-2021"
"CUST0000085285","IN0924322","116.72","21-Mar-2021"
"CUST0000095018","IN0447951","121.39","13-May-2021"
"CUST0000029578","IN0521078","93.74","22-Dec-2021"
"CUST0000095324","IN0100611","334.15","05-Oct-2021"
"CUST0000058243","IN0263727","91.43","30-Dec-2021"
"CUST0000010783","IN0693251","9.67","07-Jul-2021"
"CUST0000004349","IN0977979","423.04","05-Jul-2021"
"CUST0000029132","IN0122517","19.05","07-Feb-2021"
"CUST0000037261","IN0587415","9.94","21-Dec-2021"
"CUST0000086045","IN0350172","262.96","14-Mar-2021"
"CUST0000047003","IN0722784","1.25","04-Jun-2021"
"CUST0000079073","IN0469270","329.07","09-May-2021"
"CUST0000071489","IN0946505","209.63","14-Jun-2021"
"CUST0000071851","IN0175346","354.57","15-Jul-2021"
"CUST0000054018","IN0990792","96.01","13-May-2021"
"CUST0000041167","IN0978520","12.23","22-Jul-2021"
"CUST0000007189","IN0812830","156.77","04-Aug-2021"
"CUST0000084951","IN0384782","165.56","05-Feb-2021"
"CUST0000010837","IN0272812","7.52","21-Dec-2021"
"CUST0000043382","IN0637778","47.77","03-Apr-2021"
"CUST0000091719","IN0255224","28.27","30-Aug-2021"
"CUST0000025011","IN0103808","22.91","07-Sep-2021"
"CUST0000066894","IN0065936","193.12","01-Jan-2021"
"CUST0000095957","IN0640824","263.09","20-May-2021"
"CUST0000056841","IN0210813","8.94","19-Mar-2021"
"CUST0000003581","IN0649282","221.11","22-Sep-2021"
"CUST0000032218","IN0897406","317.44","12-Aug-2021"
"CUST0000001367","IN0487219","906.95","07-Dec-2021"
"CUST0000079548","IN0027616","16.52","12-Mar-2021"
"CUST0000043927","IN0951213","602.37","06-Oct-2021"
"CUST0000096971","IN0360172","137.38","20-Jan-2021"
"CUST0000073845","IN0224935","21.94","04-Feb-2021"
"CUST0000075939","IN0449683","307.69","12-Jul-2021"
"CUST0000064700","IN0556893","10.52","05-Nov-2021"
"CUST0000098746","IN0959822","1.91","15-Apr-2021"
"CUST0000044003","IN0618803","9.98","18-Aug-2021"
"CUST0000020510","IN0353604","261.65","17-Aug-2021"
"CUST0000041590","IN0335538","173.12","19-Dec-2021"
"CUST0000070485","IN0325261","149.91","06-Oct-2021"
"CUST0000001621","IN0302563","18.35","28-Jun-2021"
"CUST0000053288","IN0431188","163.31","09-May-2021"
"CUST0000062358","IN0038671","17.06","17-Nov-2021"
"CUST0000042701","IN0963604","9.32","03-Jul-2021"
"CUST0000027807","IN0685769","90.72","22-Jan-2021"
"CUST0000042274","IN0415281","145.15","08-Mar-2021"
"CUST0000092915","IN0561483","114.24","08-Jul-2021"
"CUST0000030467","IN0483633","145.71","15-Nov-2021"
"CUST0000058482","IN0216462","117.94","28-May-2021"
"CUST0000066227","IN0861423","53.68","06-Sep-2021"
"CUST0000098805","IN0331709","91.48","16-Sep-2021"
"CUST0000095957","IN0460212","283.5","07-Sep-2021"
"CUST0000070542","IN0204723","634.95","20-Aug-2021"
"CUST0000021989","IN0342244","13.23","10-Aug-2021"
"CUST0000066227","IN0470888","321.3","11-Jan-2021"
"CUST0000034624","IN0224934","209.62","30-May-2021"
"CUST0000011238","IN0720351","60.06","29-Apr-2021"
"CUST0000087508","IN0548642","327.65","11-Aug-2021"
"CUST0000026330","IN0895969","365.15","24-Oct-2021"
"CUST0000008396","IN0493824","243.43","13-Nov-2021"
"CUST0000028243","IN0459835","14.19","14-Oct-2021"
"CUST0000054248","IN0781933","34.12","17-Oct-2021"
"CUST0000003291","IN0874502","276.35","28-Aug-2021"
"CUST0000033458","IN0427741","6.57","13-Jul-2021"
"CUST0000050337","IN0783364","5.16","31-Mar-2021"
"CUST0000032672","IN0381232","2.83","29-Aug-2021"
"CUST0000017795","IN0346579","227.1","20-Jul-2021"
"CUST0000050946","IN0931264","161.03","27-Feb-2021"
"CUST0000033500","IN0092783","77.87","15-Nov-2021"
"CUST0000094063","IN0625871","208.65","25-Jun-2021"
"CUST0000041075","IN0088692","7.28","19-Apr-2021"
"CUST0000094634","IN0450718","182.81","12-Apr-2021"
"CUST0000063088","IN0643780","3.66","23-Mar-2021"
"CUST0000050337","IN0314103","2.41","04-Apr-2021"
"CUST0000070542","IN0597861","9.19","10-Nov-2021"
"CUST0000080945","IN0124646","12.94","07-Feb-2021"
"CUST0000092169","IN0458179","137.35","01-May-2021"
"CUST0000080030","IN0500457","250.0","21-Dec-2021"
"CUST0000084558","IN0733582","11.77","16-Jun-2021"
"CUST0000067384","IN0450941","268.61","29-Apr-2021"
"CUST0000091181","IN0142860","217.42","21-Feb-2021"
"CUST0000050479","IN0505891","4.7","18-Feb-2021"
"CUST0000067231","IN0692782","80.89","01-May-2021"
"CUST0000011281","IN0476040","17.68","18-Mar-2021"
"CUST0000079548","IN0568660","398.29","20-Feb-2021"
"CUST0000018596","IN0463926","177.9","22-Feb-2021"
"CUST0000067895","IN0647407","19.39","03-Nov-2021"
"CUST0000016010","IN0527149","11.23","08-Apr-2021"
"CUST0000086928","IN0550041","7.16","07-Nov-2021"
"CUST0000024169","IN0872421","294.17","01-Jun-2021"
"CUST0000046423","IN0265990","110.72","10-Apr-2021"
"CUST0000015260","IN0915707","7.45","25-Apr-2021"
"CUST0000039023","IN0855702","113.1","16-Apr-2021"
"CUST0000016941","IN0460279","94.89","16-Aug-2021"
"CUST0000015196","IN0025336","0.42","29-Mar-2021"
"CUST0000055047","IN0936612","0.92","05-Nov-2021"
"CUST0000081225","IN0766633","795.32","28-Sep-2021"
"CUST0000033908","IN0941612","250.99","16-Sep-2021"
"CUST0000013081","IN0877466","465.8","21-Aug-2021"
"CUST0000077880","IN0592117","21.94","27-Oct-2021"
"CUST0000018354","IN0128009","782.23","05-Sep-2021"
"CUST0000039468","IN0394169","72.28","08-Aug-2021"
"CUST0000083879","IN0162794","173.88","18-Nov-2021"
"CUST0000097298","IN0247270","37.04","15-Aug-2021"
"CUST0000017158","IN0552811","13.69","12-Jan-2021"
"CUST0000097095","IN0069128","237.84","17-Mar-2021"
"CUST0000061012","IN0440584","1.58","14-Oct-2021"
"CUST0000022977","IN0060750","82.88","01-Apr-2021"
"CUST0000038470","IN0142045","27.97","24-Dec-2021"
"CUST0000064437","IN0669158","99.94","04-Apr-2021"
"CUST0000063450","IN0374259","80.89","09-Feb-2021"
"CUST0000056877","IN0237990","98.43","22-Jul-2021"
"CUST0000061240","IN0464977","15.23","21-Jul-2021"
"CUST0000038665","IN0941426","399.34","27-May-2021"
"CUST0000090129","IN0086285","47.07","27-Aug-2021"
"CUST0000058811","IN0106178","15.39","02-Oct-2021"
"CUST0000023243","IN0976619","418.76","04-Dec-2021"
"CUST0000059564","IN0954575","237.9","31-Jul-2021"
"CUST0000041680","IN0891029","2.27","08-Oct-2021"
"CUST0000087798","IN0218968","78.62","03-Jan-2021"
"CUST0000037145","IN0392235","154.54","21-Jul-2021"
"CUST0000044102","IN0066278","43.88","04-Jul-2021"
"CUST0000011238","IN0085109","238.14","27-Dec-2021"
"CUST0000078026","IN0590886","13.94","17-Jun-2021"
"CUST0000015196","IN0616493","350.03","13-Apr-2021"
"CUST0000016773","IN0115094","239.36","05-Sep-2021"
"CUST0000058610","IN0230014","371.2","23-Mar-2021"
"CUST0000080396","IN0499954","2.41","23-May-2021"
"CUST0000026891","IN0540430","9.48","07-Sep-2021"
"CUST0000097107","IN0393500","148.95","19-Sep-2021"
"CUST0000001954","IN0645349","107.74","24-Jun-2021"
"CUST0000039481","IN0577856","259.65","26-May-2021"
"CUST0000007304","IN0882305","483.86","18-Feb-2021"
"CUST0000022849","IN0066839","41.92","16-May-2021"
"CUST0000030017","IN0786424","4.62","27-Mar-2021"
"CUST0000079036","IN0883302","17.51","09-Mar-2021"
"CUST0000091097","IN0813628","214.99","29-Dec-2021"
"CUST0000008747","IN0238384","5.08","26-Oct-2021"
"CUST0000062817","IN0926363","75.6","15-Jan-2021"
"CUST0000038665","IN0125676","14.48","14-Sep-2021"
"CUST0000057293","IN0672036","3.7","25-Aug-2021"
"CUST0000002084","IN0002470","232.9","12-Dec-2021"
"CUST0000036774","IN0810155","319.12","11-Dec-2021"
"CUST0000032259","IN0317053","26.13","13-Apr-2021"
"CUST0000040120","IN0238154","13.85","01-Jan-2021"
"CUST0000007975","IN0936058","262.33","29-Aug-2021"
"CUST0000017206","IN0221001","236.83","24-Aug-2021"
"CUST0000042168","IN0989474","347.0","01-Jan-2021"
"CUST0000044102","IN0237681","8.74","05-Dec-2021"
"CUST0000006611","IN0582423","17.76","08-Jun-2021"
"CUST0000099491","IN0275409","177.26","08-Feb-2021"
"CUST0000025011","IN0257851","149.38","16-Jul-2021"
"CUST0000051110","IN0195205","37.54","18-Jul-2021"
"CUST0000084446","IN0510741","3.0","09-Jul-2021"
"CUST0000073505","IN0684476","227.66","06-Jun-2021"
"CUST0000036774","IN0231425","5.85","15-Nov-2021"
"CUST0000050812","IN0806971","318.9","22-Feb-2021"
"CUST0000051666","IN0299709","199.24","08-Mar-2021"
"CUST0000025011","IN0501054","3.29","30-Mar-2021"
"CUST0000023011","IN0329833","150.64","19-Mar-2021"
"CUST0000038691","IN0984871","599.11","26-Mar-2021"
"CUST0000002702","IN0944472","178.42","07-Apr-2021"
"CUST0000025605","IN0609189","17.47","25-Dec-2021"
"CUST0000055064","IN0296481","67.28","03-Jan-2021"
"CUST0000057811","IN0570344","111.64","11-Jun-2021"
"CUST0000023257","IN0360120","85.21","30-Mar-2021"
"CUST0000018354","IN0617694","15.97","09-Jan-2021"
"CUST0000061298","IN0453290","243.26","07-Feb-2021"
"CUST0000047237","IN0108010","278.21","27-Jun-2021"
"CUST0000073296","IN0883494","13.56","19-Nov-2021"
"CUST0000095907","IN0361974","224.17","14-Jun-2021"
"CUST0000038403","IN0231171","72.58","24-Aug-2021"
"CUST0000074230","IN0649673","171.28","28-Sep-2021"
"CUST0000041024","IN0615546","19.39","10-Nov-2021"
"CUST0000001621","IN0416515","383.17","13-Feb-2021"
"CUST0000024040","IN0424965","91.48","25-May-2021"
"CUST0000048012","IN0622443","227.17","24-Jul-2021"
"CUST0000058811","IN0887538","95.68","20-May-2021"
"CUST0000063088","IN0623201","276.7","22-Aug-2021"
"CUST0000062029","IN0730068","112.12","25-Mar-2021"
"CUST0000039856","IN0401021","181.44","08-May-2021"
"CUST0000088110","IN0981189","7.24","04-Apr-2021"
"CUST0000046423","IN0054027","16.68","05-Oct-2021"
"CUST0000004209","IN0824645","6.91","18-Nov-2021"
"CUST0000048147","IN0789505","386.15","08-Nov-2021"
"CUST0000067384","IN0050680","12.85","16-Mar-2021"
"CUST0000032871","IN0825550","118.46","30-Dec-2021"
"CUST0000031533","IN0582644","7.57","25-Dec-2021"
"CUST0000030324","IN0295256","290.3","25-Apr-2021"
"CUST0000013343","IN0816492","26.81","13-Feb-2021"
"CUST0000073206","IN0238386","49.44","25-Oct-2021"
"CUST0000087645","IN0853306","148.93","25-Aug-2021"
"CUST0000011581","IN0697639","97.15","08-Nov-2021"
"CUST0000026065","IN0621303","157.95","12-Aug-2021"
"CUST0000058351","IN0883720","11.19","26-May-2021"
"CUST0000072841","IN0882355","377.14","24-Jan-2021"
"CUST0000045405","IN0422151","345.59","22-Jul-2021"
"CUST0000090234","IN0858726","18.26","24-Jul-2021"
"CUST0000052412","IN0657885","372.71","14-Jun-2021"
"CUST0000012166","IN0107803","66.79","16-Dec-2021"
"CUST0000077939","IN0909492","146.66","30-Jun-2021"
